ID,tipo_producto,temp_idx,Sex,inception_date,birth_date,sum_insured,tariff_grp,country,reins_name,annual_prem,prem_frecuency,comission_precentage
5812,Temporal,3,Male,31/12/2020,08/05/1967,194113,8,Chile,Everest Re,38971.15,Semestral,13
5813,Temporal,3,Male,09/09/2024,28/05/1962,737068,8,Uruguay,Munich Re,8527.15,Trimestral,18.4
5814,Vitalicio,,Female,14/10/2024,06/01/1970,745124,1,Peru,Swiss Re,8722.11,Semestral,11.3
5815,Vitalicio,,Male,06/09/2022,22/07/1966,919409,5,Ecuador,Lloyds,26844.57,Mensual,14.1
5816,Vitalicio,,Male,05/11/2021,01/12/1950,808117,7,Peru,Swiss Re,22031.43,Mensual,21.6
5817,Vitalicio,,Male,22/06/2020,30/09/1988,567057,3,Chile,Munich Re,26480.33,Semestral,23.6
5818,Temporal,2,Female,10/02/2024,26/07/1958,969555,3,Argentina,Munich Re,48050.54,Trimestral,11.7
5819,Vitalicio,,Male,04/09/2023,09/09/1960,409804,1,Argentina,Lloyds,32915.66,Mensual,8.4
5820,Vitalicio,,Female,27/10/2022,16/10/1965,38014,3,Colombia,Berkshire Re,21660.19,Anual,18.2
5821,Temporal,4,Male,02/09/2022,06/03/1951,332798,4,Chile,Swiss Re,3823.58,Trimestral,14.2
5822,Temporal,3,Male,03/04/2024,01/07/1969,272032,5,Mexico,Hannover Re,19472.31,Semestral,19.4
5823,Vitalicio,,Female,17/07/2021,24/07/1955,235173,2,Argentina,Hannover Re,23666.7,Anual,24.8
5824,Vitalicio,,Male,18/05/2022,18/05/1976,934936,3,Mexico,Everest Re,7558.8,Trimestral,24.4
5825,Vitalicio,,Female,24/01/2024,01/11/1973,751136,1,Argentina,Hannover Re,47972.22,Semestral,9.7
5826,Vitalicio,,Female,09/12/2020,16/03/1972,221970,8,Chile,SCOR,23444.17,Semestral,7.2
5827,Temporal,4,Male,24/07/2024,16/03/1989,438812,7,Mexico,Berkshire Re,38676.18,Semestral,6.6
5828,Temporal,4,Male,08/04/2020,23/05/1977,453488,2,Ecuador,Everest Re,27673.44,Mensual,24.7
5829,Vitalicio,,Male,13/03/2020,30/12/1964,328497,9,Argentina,SCOR,21428.29,Semestral,20.2
5830,Vitalicio,,Female,17/06/2024,22/06/1982,432277,2,Argentina,Hannover Re,8054.93,Mensual,14.3
5831,Temporal,4,Female,08/07/2021,27/05/1964,845609,2,Colombia,Munich Re,48052.92,Mensual,24.9
5832,Vitalicio,,Male,19/11/2020,19/10/1975,947869,10,Mexico,Partner Re,14851.38,Trimestral,11.6
5833,Temporal,4,Male,22/09/2024,23/10/1955,241391,9,Argentina,Lloyds,33803.73,Semestral,18
5834,Vitalicio,,Female,26/12/2024,24/07/1964,564856,3,Mexico,Swiss Re,8401.43,Mensual,9.8
5835,Vitalicio,,Female,14/03/2021,06/02/1979,707391,4,Colombia,Munich Re,37756.57,Semestral,8.7
5836,Temporal,1,Female,07/08/2023,09/12/1957,21480,7,Ecuador,Lloyds,31769.5,Trimestral,20.1
5837,Temporal,5,Male,15/11/2024,27/09/1973,83513,4,Brasil,Partner Re,17503.87,Anual,5.2
5838,Temporal,2,Male,27/10/2022,09/02/1974,393301,1,Peru,Munich Re,26709.52,Mensual,9.5
5839,Vitalicio,,Female,08/11/2021,11/04/1974,336112,6,Brasil,Swiss Re,29899.59,Anual,14.1
5840,Temporal,5,Female,29/02/2020,28/08/1974,775876,8,Ecuador,Partner Re,30086.34,Semestral,18.1
5841,Temporal,3,Female,24/12/2022,15/03/1971,294875,9,Uruguay,Partner Re,42286.07,Trimestral,17.9
5842,Vitalicio,,Female,06/06/2024,16/05/1952,835227,1,Chile,Hannover Re,35271.75,Semestral,8.4
5843,Vitalicio,,Female,11/07/2021,01/06/1973,169428,7,Brasil,Munich Re,30169.75,Semestral,14.6
5844,Temporal,4,Male,05/08/2021,18/05/1950,604862,3,Chile,Berkshire Re,5292.33,Mensual,20.1
5845,Temporal,3,Female,02/01/2023,23/04/1984,121048,10,Chile,Hannover Re,14110.44,Semestral,13.5
5846,Vitalicio,,Male,27/03/2023,08/09/1960,287608,3,Brasil,Everest Re,6788.92,Semestral,23.8
5847,Temporal,1,Male,16/04/2023,29/10/1959,893743,2,Ecuador,SCOR,16757.71,Anual,24.5
5848,Temporal,5,Male,02/05/2022,20/01/1967,685459,8,Argentina,Munich Re,5919.08,Anual,8.3
5849,Temporal,5,Female,26/10/2021,19/06/1967,715020,6,Brasil,Partner Re,13768.33,Trimestral,19.3
5850,Vitalicio,,Female,25/05/2020,12/08/1958,691890,9,Mexico,Munich Re,14177.02,Semestral,9.8
5851,Vitalicio,,Female,21/07/2022,28/07/1972,501668,2,Ecuador,Partner Re,11314.25,Semestral,20.2
5852,Temporal,3,Female,05/11/2023,03/12/1961,616868,4,Peru,Hannover Re,31808.29,Trimestral,9
5853,Vitalicio,,Female,21/06/2023,01/10/1967,863642,9,Ecuador,Swiss Re,45882.96,Mensual,14.3
5854,Vitalicio,,Female,13/12/2024,28/01/1970,432700,8,Uruguay,Partner Re,754.56,Anual,20.1
5855,Vitalicio,,Male,26/03/2020,18/06/1958,85016,1,Mexico,Lloyds,36042.62,Anual,10.6
5856,Vitalicio,,Male,18/07/2021,07/07/1973,534491,6,Colombia,Everest Re,9930.09,Mensual,9
5857,Vitalicio,,Female,03/12/2021,26/12/1962,316298,5,Argentina,Lloyds,39795.79,Trimestral,23.4
5858,Vitalicio,,Female,04/04/2020,30/04/1965,998946,3,Mexico,Munich Re,38010.84,Mensual,7.2
5859,Temporal,4,Female,15/01/2022,24/10/1981,365079,10,Ecuador,SCOR,36220.1,Trimestral,18.9
5860,Temporal,3,Female,14/10/2024,02/03/1979,321673,10,Argentina,Partner Re,38062.38,Trimestral,6.9
5861,Temporal,1,Female,02/04/2020,09/01/1985,638502,1,Chile,Berkshire Re,49271.13,Semestral,9.7
5862,Vitalicio,,Female,19/08/2022,26/04/1989,506568,7,Peru,Partner Re,18241.69,Anual,9
5863,Vitalicio,,Female,23/05/2023,08/05/1985,497530,4,Argentina,Swiss Re,24967.8,Semestral,11.3
5864,Temporal,3,Female,18/02/2022,05/01/1971,608182,1,Chile,Berkshire Re,41840.76,Mensual,17.2
5865,Vitalicio,,Female,10/07/2023,22/12/1977,982074,6,Ecuador,Berkshire Re,29927.63,Trimestral,15.2
5866,Vitalicio,,Male,17/02/2023,12/12/1986,405249,5,Brasil,Lloyds,30078.75,Mensual,10.4
5867,Vitalicio,,Female,04/12/2020,30/08/1983,716496,3,Peru,Everest Re,31395.13,Trimestral,20.7
5868,Temporal,1,Female,29/11/2023,27/02/1954,494447,8,Ecuador,Hannover Re,4993.28,Semestral,18
5869,Vitalicio,,Male,11/09/2021,27/04/1986,324813,10,Mexico,Lloyds,15947.02,Anual,19
5870,Temporal,4,Male,24/06/2020,23/08/1970,289371,2,Chile,Everest Re,34830.83,Trimestral,24.9
5871,Vitalicio,,Female,02/06/2024,24/06/1958,940792,5,Brasil,Berkshire Re,19958.77,Mensual,6.9
5872,Temporal,4,Male,27/08/2020,31/08/1959,832786,1,Colombia,Lloyds,48565,Trimestral,6.6
5873,Vitalicio,,Male,14/06/2023,13/04/1958,871163,7,Argentina,Swiss Re,39695.15,Mensual,10
5874,Vitalicio,,Female,29/05/2020,07/11/1985,553141,5,Ecuador,Swiss Re,9386.76,Semestral,17
5875,Vitalicio,,Female,28/11/2022,30/12/1961,78766,10,Peru,Lloyds,6818.17,Mensual,15.8
5876,Vitalicio,,Female,15/06/2023,11/03/1950,79258,10,Peru,Hannover Re,34714.1,Trimestral,6.1
5877,Temporal,5,Female,25/09/2023,08/06/1959,400175,10,Mexico,Munich Re,8340.5,Trimestral,8.5
5878,Temporal,3,Male,06/08/2023,28/07/1961,828219,8,Peru,Hannover Re,34847.08,Trimestral,8.8
5879,Temporal,5,Male,16/01/2020,29/06/1985,141837,5,Argentina,Everest Re,17079.82,Mensual,11.8
5880,Temporal,3,Male,04/08/2022,03/01/1953,677121,10,Mexico,Lloyds,27653.07,Semestral,10.3
5881,Vitalicio,,Male,08/02/2021,19/01/1981,719567,5,Peru,Berkshire Re,10268.36,Trimestral,14.7
5882,Vitalicio,,Female,02/04/2022,16/06/1980,402283,3,Ecuador,SCOR,31568.47,Trimestral,11.4
5883,Vitalicio,,Male,03/11/2023,02/12/1956,803368,4,Argentina,Swiss Re,3188.81,Trimestral,9.1
5884,Temporal,5,Female,07/03/2021,25/01/1950,269656,6,Argentina,Lloyds,8342.48,Semestral,22.2
5885,Vitalicio,,Female,13/10/2020,13/08/1986,205414,2,Ecuador,Partner Re,30961.14,Anual,22.8
5886,Temporal,3,Female,10/10/2024,02/01/1955,501567,1,Colombia,Hannover Re,37719,Trimestral,9
5887,Temporal,2,Male,23/08/2020,25/06/1951,90743,7,Argentina,Berkshire Re,30538.08,Anual,7.6
5888,Vitalicio,,Male,28/04/2021,26/01/1968,73856,10,Colombia,Swiss Re,30254.91,Mensual,5.1
5889,Vitalicio,,Male,28/04/2022,22/03/1958,488494,6,Mexico,Swiss Re,28976.81,Semestral,20.4
5890,Temporal,1,Female,21/05/2023,10/10/1980,924073,2,Chile,Swiss Re,3049.5,Trimestral,19.8
5891,Vitalicio,,Male,02/04/2023,02/08/1953,573034,2,Brasil,Hannover Re,46754.96,Mensual,9.6
5892,Vitalicio,,Female,12/04/2022,20/07/1990,307371,2,Colombia,Swiss Re,17591.52,Semestral,20.3
5893,Temporal,3,Female,02/12/2021,07/11/1973,800542,9,Peru,Lloyds,19588.51,Trimestral,16.1
5894,Vitalicio,,Male,02/03/2021,27/06/1980,60549,1,Brasil,Munich Re,23674.68,Semestral,6.5
5895,Vitalicio,,Male,20/11/2023,14/11/1964,865044,2,Mexico,Partner Re,15188.57,Anual,11.2
5896,Vitalicio,,Male,13/02/2024,25/09/1962,182948,8,Argentina,SCOR,48359.63,Mensual,16.9
5897,Temporal,2,Male,18/03/2023,03/03/1988,132631,7,Mexico,Hannover Re,32577.87,Semestral,13.8
5898,Temporal,1,Male,28/04/2024,20/11/1959,738081,4,Colombia,Munich Re,13144.68,Mensual,24.4
5899,Vitalicio,,Male,07/03/2022,24/01/1989,288678,5,Chile,Lloyds,5483.32,Mensual,18.8
5900,Temporal,5,Male,02/06/2021,14/11/1977,466366,3,Mexico,Lloyds,10543.22,Mensual,16.2
5901,Vitalicio,,Female,03/01/2023,21/05/1966,439880,3,Chile,Everest Re,32861.27,Semestral,20.7
5902,Temporal,4,Female,15/11/2024,19/01/1959,193335,9,Ecuador,Berkshire Re,17618.29,Semestral,6.1
5903,Temporal,3,Female,19/02/2024,28/04/1979,992159,1,Mexico,Munich Re,11168.65,Semestral,18.3
5904,Vitalicio,,Female,25/05/2024,19/11/1959,805898,5,Chile,Munich Re,22458.88,Mensual,20.9
5905,Vitalicio,,Male,12/07/2021,09/04/1956,242837,10,Mexico,Berkshire Re,37145.05,Mensual,5.1
5906,Vitalicio,,Male,23/12/2023,28/03/1969,158721,8,Colombia,Everest Re,13839.49,Anual,9.6
5907,Temporal,2,Male,19/08/2024,11/03/1971,266558,8,Chile,Hannover Re,28363.49,Semestral,9.6
5908,Temporal,1,Male,07/07/2022,10/11/1956,781405,6,Mexico,Munich Re,36560.52,Semestral,21.9
5909,Temporal,4,Female,21/12/2021,06/05/1969,805124,2,Ecuador,Swiss Re,10259.09,Mensual,14.2
5910,Temporal,4,Male,20/12/2021,19/05/1972,990446,6,Uruguay,Swiss Re,19944.72,Semestral,19.3
5911,Vitalicio,,Female,30/06/2023,07/04/1990,94644,8,Chile,Munich Re,40226.63,Trimestral,15
5912,Vitalicio,,Male,16/03/2022,24/07/1986,444881,3,Brasil,Hannover Re,15982.56,Trimestral,24.4
5913,Temporal,3,Male,19/04/2022,05/06/1989,545688,6,Mexico,Everest Re,47873.64,Anual,5.9
5914,Temporal,2,Female,26/08/2021,20/11/1950,980356,5,Chile,Partner Re,16087.17,Mensual,17.3
5915,Temporal,2,Male,16/05/2022,21/01/1978,986499,3,Uruguay,Lloyds,720.61,Anual,15.8
5916,Vitalicio,,Male,24/07/2023,03/08/1976,253372,9,Brasil,Munich Re,43153.5,Trimestral,24.3
5917,Temporal,1,Female,24/10/2021,29/03/1990,625459,10,Peru,Berkshire Re,20974.46,Trimestral,20.2
5918,Vitalicio,,Male,24/09/2020,22/07/1958,729744,5,Brasil,Berkshire Re,45793.83,Trimestral,19.2
5919,Vitalicio,,Male,11/08/2020,03/09/1967,190653,7,Colombia,Lloyds,10374.34,Semestral,18.7
5920,Vitalicio,,Male,21/01/2024,18/07/1978,954179,3,Ecuador,Munich Re,24288.24,Anual,7.9
5921,Vitalicio,,Male,11/03/2021,27/04/1985,969095,7,Chile,Hannover Re,35280.38,Anual,6.6
5922,Temporal,2,Female,11/02/2020,08/08/1986,841571,1,Argentina,SCOR,9189.09,Semestral,19.8
5923,Temporal,5,Female,04/09/2021,07/06/1978,381028,6,Uruguay,Partner Re,24270.14,Anual,19.1
5924,Temporal,1,Male,09/03/2021,16/01/1970,218618,6,Chile,Everest Re,5242.58,Mensual,13.3
5925,Temporal,3,Male,11/11/2021,23/03/1958,827852,6,Ecuador,Everest Re,41475.63,Trimestral,9.6
5926,Temporal,2,Male,30/06/2023,13/02/1968,656309,6,Mexico,Everest Re,47788.56,Mensual,22.5
5927,Vitalicio,,Female,07/06/2023,11/03/1958,941433,5,Argentina,Berkshire Re,4754.97,Mensual,22.2
5928,Vitalicio,,Female,25/03/2022,28/02/1986,401372,4,Ecuador,Partner Re,2807.87,Semestral,9.5
5929,Vitalicio,,Female,21/07/2021,14/09/1973,739525,2,Chile,Everest Re,28252.95,Mensual,9
5930,Temporal,4,Male,06/11/2020,14/10/1971,672151,1,Peru,Munich Re,11222.08,Trimestral,20.1
5931,Temporal,3,Female,26/10/2024,24/07/1974,567469,4,Colombia,Berkshire Re,42727.89,Anual,20.9
5932,Temporal,2,Male,27/01/2022,15/05/1987,355233,3,Ecuador,Swiss Re,14672.86,Anual,9.8
5933,Temporal,2,Female,20/11/2020,27/01/1973,89588,2,Ecuador,Partner Re,9996.71,Anual,23.9
5934,Vitalicio,,Male,21/02/2024,10/12/1983,391980,6,Ecuador,Partner Re,19531.88,Semestral,20.9
5935,Temporal,2,Female,04/05/2022,13/01/1979,347931,9,Colombia,Everest Re,35013.17,Trimestral,18
5936,Vitalicio,,Male,07/02/2024,17/05/1961,205582,3,Chile,Lloyds,21662.39,Semestral,8
5937,Temporal,1,Female,02/07/2022,21/04/1958,837915,8,Argentina,Lloyds,21940.69,Trimestral,16.8
5938,Vitalicio,,Female,08/03/2020,20/07/1988,600691,9,Chile,SCOR,48547.57,Trimestral,11.2
5939,Vitalicio,,Male,14/04/2021,03/02/1978,140553,1,Argentina,SCOR,29044.97,Anual,15.4
5940,Temporal,4,Male,20/05/2021,26/05/1964,390794,5,Argentina,Berkshire Re,17919.77,Semestral,18.1
5941,Temporal,3,Female,12/05/2023,26/12/1961,387001,4,Chile,Hannover Re,19517.16,Anual,5.2
5942,Vitalicio,,Male,16/08/2022,17/02/1959,760928,7,Ecuador,Everest Re,36468.69,Semestral,14.1
5943,Temporal,3,Male,10/11/2023,18/02/1979,921046,6,Brasil,Swiss Re,3651.62,Semestral,5.5
5944,Temporal,4,Male,02/03/2022,21/08/1985,658650,9,Argentina,SCOR,6802.17,Anual,23
5945,Temporal,5,Male,17/01/2020,08/08/1951,392571,5,Chile,Swiss Re,14868.86,Anual,15.8
5946,Temporal,3,Female,14/10/2023,07/01/1950,192162,3,Uruguay,Berkshire Re,46005.04,Trimestral,5.5
5947,Vitalicio,,Female,13/08/2023,26/12/1962,570025,4,Ecuador,Berkshire Re,47180.76,Semestral,7.9
5948,Vitalicio,,Male,26/07/2023,04/09/1981,105820,1,Mexico,Lloyds,2823.6,Anual,20.6
5949,Vitalicio,,Male,24/08/2021,19/07/1985,795158,6,Ecuador,Munich Re,13832.2,Mensual,6.6
5950,Vitalicio,,Male,15/03/2022,15/01/1989,510323,6,Peru,Swiss Re,13918.44,Mensual,5.5
5951,Vitalicio,,Male,07/11/2020,27/01/1963,386763,10,Brasil,Hannover Re,23303.91,Mensual,20.7
5952,Temporal,3,Male,05/11/2023,04/04/1978,343966,2,Peru,Munich Re,15995.04,Mensual,5
5953,Temporal,3,Female,31/10/2023,03/04/1980,800675,1,Colombia,SCOR,46767.7,Mensual,7.5
5954,Temporal,1,Male,29/01/2024,09/03/1977,195927,7,Mexico,Swiss Re,34690.67,Semestral,14.2
5955,Vitalicio,,Female,02/07/2020,01/11/1953,792086,5,Chile,Hannover Re,18982.18,Mensual,14.4
5956,Vitalicio,,Female,26/09/2020,29/08/1954,344007,1,Uruguay,Munich Re,28888.89,Trimestral,14.9
5957,Temporal,2,Male,16/11/2024,02/08/1951,323087,1,Brasil,Partner Re,47383.3,Semestral,7.4
5958,Vitalicio,,Female,27/04/2022,18/09/1966,248250,5,Chile,Hannover Re,43350.47,Semestral,19.2
5959,Vitalicio,,Male,27/09/2020,13/08/1962,898468,9,Colombia,SCOR,24394.92,Semestral,11.2
5960,Vitalicio,,Male,29/08/2024,14/10/1987,898832,4,Peru,Lloyds,34663.67,Trimestral,9.1
5961,Vitalicio,,Male,24/03/2023,22/08/1950,579885,4,Argentina,Everest Re,25349.71,Semestral,15.5
5962,Vitalicio,,Male,29/04/2024,16/12/1981,749173,5,Brasil,Everest Re,37483.74,Anual,24.9
5963,Vitalicio,,Female,22/04/2021,02/01/1959,665395,10,Uruguay,Swiss Re,16796.65,Mensual,8.3
5964,Vitalicio,,Male,26/06/2020,10/02/1957,235575,10,Ecuador,Partner Re,3759.4,Mensual,10.6
5965,Temporal,4,Male,28/10/2020,10/09/1974,288246,3,Peru,Berkshire Re,44986.1,Semestral,23.9
5966,Vitalicio,,Female,20/04/2024,14/01/1974,887688,1,Argentina,Partner Re,19636.44,Trimestral,11.3
5967,Vitalicio,,Male,21/02/2020,19/06/1977,219220,10,Mexico,SCOR,14278.81,Trimestral,10
5968,Temporal,2,Female,06/07/2021,26/08/1969,776637,8,Brasil,Partner Re,30402.13,Trimestral,7.7
5969,Temporal,3,Male,23/01/2021,19/06/1963,860707,9,Chile,SCOR,12724.94,Semestral,18.6
5970,Vitalicio,,Female,09/05/2024,29/02/1988,240082,3,Chile,Berkshire Re,16572.69,Semestral,7.1
5971,Vitalicio,,Female,27/10/2021,31/08/1982,704749,8,Mexico,Lloyds,7615.9,Anual,7.9
5972,Vitalicio,,Male,21/09/2021,24/11/1980,733933,1,Argentina,SCOR,24628.2,Anual,12.4
5973,Vitalicio,,Female,28/12/2024,14/12/1968,321812,4,Brasil,Lloyds,40051.24,Trimestral,9.3
5974,Vitalicio,,Male,05/08/2023,05/11/1977,83378,9,Peru,Everest Re,37055.61,Mensual,20.6
5975,Temporal,3,Male,09/05/2023,18/05/1969,540054,10,Ecuador,Berkshire Re,41481.72,Trimestral,15.3
5976,Vitalicio,,Male,25/06/2023,15/11/1958,472100,2,Uruguay,Lloyds,46806.05,Semestral,16.3
5977,Temporal,5,Male,08/01/2024,28/09/1972,829707,6,Ecuador,Everest Re,25140.83,Trimestral,11.3
5978,Vitalicio,,Female,18/07/2023,02/11/1984,58447,6,Chile,SCOR,21969.81,Semestral,14.6
5979,Vitalicio,,Female,28/05/2024,08/12/1990,723113,8,Colombia,Partner Re,7434.16,Anual,6
5980,Vitalicio,,Female,28/05/2020,04/01/1956,922221,8,Ecuador,Everest Re,40696.59,Anual,6.9
5981,Vitalicio,,Female,09/08/2023,28/04/1980,97568,9,Argentina,Lloyds,25827.25,Trimestral,13.2
5982,Vitalicio,,Female,27/06/2020,09/09/1952,133259,5,Brasil,Munich Re,44701.2,Semestral,12.2
5983,Temporal,4,Female,31/08/2020,29/11/1985,954612,8,Ecuador,Partner Re,2098.51,Semestral,18
5984,Temporal,1,Female,14/08/2020,25/11/1968,251621,5,Argentina,Munich Re,16275.63,Semestral,18.4
5985,Temporal,2,Female,15/11/2020,16/08/1987,357049,2,Colombia,Berkshire Re,5697.72,Trimestral,6.7
5986,Temporal,2,Female,04/04/2020,16/02/1960,121609,1,Chile,Berkshire Re,26945.61,Trimestral,8.5
5987,Vitalicio,,Female,24/03/2020,22/10/1955,494056,1,Peru,Hannover Re,45168.76,Trimestral,5.5
5988,Temporal,1,Female,07/10/2024,17/07/1987,799528,10,Mexico,Swiss Re,3544.71,Trimestral,6.8
5989,Vitalicio,,Female,05/06/2020,06/10/1951,681032,8,Colombia,Partner Re,3790.67,Trimestral,8.2
5990,Temporal,3,Male,08/08/2021,24/12/1974,874201,9,Uruguay,Berkshire Re,14181.54,Mensual,20
5991,Vitalicio,,Female,12/06/2024,05/03/1976,38790,6,Brasil,Munich Re,10120.85,Mensual,23.1
5992,Temporal,4,Female,05/12/2021,20/10/1957,122120,10,Peru,SCOR,5142.53,Anual,23.7
5993,Vitalicio,,Female,14/05/2023,24/04/1950,528959,9,Brasil,Everest Re,27161.07,Anual,7.8
5994,Temporal,2,Male,16/07/2020,13/06/1960,660962,10,Argentina,Everest Re,49137.46,Trimestral,15.9
5995,Vitalicio,,Male,01/12/2023,11/05/1972,570736,8,Mexico,Berkshire Re,30124.31,Anual,21.6
5996,Temporal,2,Male,23/08/2023,25/06/1971,402981,5,Colombia,SCOR,14296.46,Anual,12.3
5997,Temporal,3,Male,13/11/2023,24/05/1956,804919,3,Colombia,Lloyds,7280.71,Semestral,11
5998,Temporal,4,Female,06/02/2024,30/11/1966,278418,9,Brasil,Lloyds,32934.78,Anual,20.9
5999,Temporal,1,Male,18/10/2021,20/05/1968,260334,6,Peru,Hannover Re,40843.48,Semestral,21.1
6000,Temporal,5,Male,29/02/2020,26/11/1953,446755,6,Ecuador,Swiss Re,33975.61,Mensual,10.3
6001,Temporal,3,Male,24/12/2023,16/07/1961,159091,10,Chile,Partner Re,1228.39,Anual,5.9
6002,Temporal,4,Female,28/08/2023,08/06/1969,68221,4,Ecuador,Berkshire Re,3824.76,Semestral,22.1
6003,Temporal,4,Female,28/07/2022,23/11/1976,206705,7,Uruguay,Partner Re,21632.65,Trimestral,21.7
6004,Vitalicio,,Male,03/10/2022,12/02/1987,880454,1,Argentina,Berkshire Re,5214.42,Anual,5.1
6005,Vitalicio,,Male,03/11/2022,08/05/1951,83814,4,Mexico,Hannover Re,3715.71,Semestral,20.9
6006,Vitalicio,,Male,14/04/2020,11/03/1967,274566,6,Colombia,Lloyds,43652.17,Semestral,20.3
6007,Vitalicio,,Male,17/10/2022,03/11/1956,925011,6,Uruguay,Swiss Re,13139.55,Trimestral,20.3
6008,Vitalicio,,Female,31/12/2022,04/08/1963,853839,10,Mexico,Lloyds,16630.58,Anual,6
6009,Vitalicio,,Female,06/09/2024,15/11/1985,797777,3,Colombia,Swiss Re,47667.27,Anual,13.2
6010,Temporal,4,Female,27/04/2023,03/01/1978,777214,6,Chile,Everest Re,18795.46,Mensual,11.5
6011,Temporal,5,Female,09/07/2024,18/11/1970,406051,10,Peru,SCOR,33113.11,Mensual,23.9
6012,Vitalicio,,Male,08/03/2024,30/10/1982,84788,6,Chile,Partner Re,27797.04,Anual,24.2
6013,Temporal,2,Male,04/06/2024,13/01/1957,333109,3,Uruguay,SCOR,27420.12,Anual,21.5
6014,Temporal,3,Male,06/10/2021,22/09/1984,646351,4,Argentina,Lloyds,1301,Trimestral,6.8
6015,Vitalicio,,Female,15/10/2023,09/12/1969,190140,10,Peru,Partner Re,6532.93,Mensual,18
6016,Vitalicio,,Male,29/05/2024,18/03/1957,760386,2,Argentina,Berkshire Re,8356.49,Mensual,7
6017,Vitalicio,,Male,04/12/2022,17/05/1964,621183,2,Peru,SCOR,20124.16,Anual,24.9
6018,Vitalicio,,Male,02/02/2023,30/09/1965,250030,4,Peru,Partner Re,3940,Semestral,12.8
6019,Temporal,3,Male,25/03/2021,26/11/1963,250112,6,Argentina,Hannover Re,12244.51,Trimestral,6.7
6020,Temporal,3,Female,21/10/2020,08/12/1968,430566,6,Ecuador,SCOR,6028.79,Trimestral,14.7
6021,Vitalicio,,Male,24/06/2022,21/07/1950,546652,3,Uruguay,Munich Re,20126.07,Semestral,22
6022,Vitalicio,,Female,13/09/2023,07/10/1962,334341,4,Argentina,Lloyds,22022.85,Semestral,5.6
6023,Vitalicio,,Male,21/10/2020,21/12/1960,339607,7,Mexico,Munich Re,43794.93,Anual,16.3
6024,Vitalicio,,Male,21/09/2024,12/01/1974,853108,8,Brasil,Swiss Re,38610.91,Semestral,15.1
6025,Temporal,2,Male,16/07/2024,16/01/1972,566632,7,Ecuador,Berkshire Re,4027.67,Mensual,22.2
6026,Temporal,5,Male,03/12/2022,19/04/1961,684622,10,Chile,Swiss Re,28169.01,Trimestral,9.6
6027,Vitalicio,,Female,28/07/2022,10/10/1974,673479,7,Peru,Berkshire Re,37835.9,Anual,5
6028,Vitalicio,,Male,04/06/2024,28/05/1990,293592,5,Peru,Lloyds,35584.93,Trimestral,20.5
6029,Temporal,3,Male,03/01/2021,08/07/1965,197085,1,Uruguay,Hannover Re,16714.66,Trimestral,16.5
6030,Temporal,3,Female,09/10/2024,30/12/1981,796826,7,Chile,Everest Re,33554.71,Mensual,15.5
6031,Temporal,1,Male,03/09/2021,28/07/1982,304650,3,Mexico,SCOR,17700.75,Anual,16.8
6032,Temporal,2,Male,27/06/2023,19/04/1960,471521,1,Uruguay,Munich Re,6055,Trimestral,16.6
6033,Vitalicio,,Male,08/06/2023,16/02/1954,205752,9,Mexico,Partner Re,23024.09,Anual,20.9
6034,Vitalicio,,Female,24/05/2024,30/07/1974,703197,7,Ecuador,Berkshire Re,16135.91,Trimestral,12.7
6035,Temporal,1,Male,03/08/2020,24/03/1983,551475,7,Chile,Lloyds,3606.42,Semestral,6.7
6036,Temporal,5,Male,13/12/2023,16/07/1963,882385,8,Chile,SCOR,48168.16,Trimestral,20.3
6037,Vitalicio,,Male,25/11/2024,14/04/1981,892793,8,Chile,Everest Re,22193.48,Mensual,22.2
6038,Temporal,2,Female,28/04/2024,27/10/1981,10876,7,Mexico,Swiss Re,11433.78,Anual,5.1
6039,Vitalicio,,Female,16/12/2024,14/04/1975,822859,5,Colombia,Everest Re,47707.04,Trimestral,15.6
6040,Temporal,1,Male,10/05/2024,13/07/1981,102872,4,Brasil,Munich Re,43206.34,Mensual,9.2
6041,Vitalicio,,Female,28/02/2022,07/04/1989,520483,4,Peru,Everest Re,42243,Mensual,5.2
6042,Vitalicio,,Male,15/05/2024,26/08/1958,340057,10,Argentina,SCOR,21057.4,Anual,11.9
6043,Vitalicio,,Male,21/02/2021,12/04/1967,979758,1,Ecuador,Lloyds,32707.27,Semestral,19
6044,Vitalicio,,Male,21/06/2020,18/04/1950,925154,10,Brasil,Swiss Re,29496.47,Mensual,7.2
6045,Temporal,2,Male,09/10/2020,26/09/1951,516168,9,Colombia,Berkshire Re,606.54,Semestral,22.9
6046,Vitalicio,,Male,26/01/2020,11/09/1952,114306,7,Colombia,SCOR,26594.56,Anual,17
6047,Vitalicio,,Female,13/04/2022,09/04/1988,986048,4,Chile,Everest Re,49723.38,Trimestral,14.6
6048,Temporal,5,Female,14/04/2023,30/06/1982,352682,7,Uruguay,Hannover Re,40206.02,Mensual,18
6049,Temporal,2,Female,16/05/2022,06/07/1954,300291,6,Argentina,Hannover Re,31354.13,Semestral,17.8
6050,Vitalicio,,Female,10/11/2020,24/11/1975,438503,5,Brasil,Hannover Re,4188.24,Anual,18.8
6051,Temporal,1,Male,13/02/2024,02/09/1965,435864,2,Brasil,Berkshire Re,8290.42,Trimestral,8.8
6052,Vitalicio,,Male,25/01/2024,19/08/1955,247144,8,Argentina,Partner Re,10931.31,Anual,13.3
